participant_id,frame_id,timestamp,action,left_arm_human_theta,right_arm_human_theta,head_human_theta,left_arm_human_phi,right_arm_human_phi,head_human_phi,left_arm_robot,right_arm_robot,head_robot
20,2757,"1,64986460749751E+018",spoon,[1.55742633 1.53576255 0.19932254 0.19932166],[1.55705521 1.75686692 0.05706503 0.05706463],"[0, 0]",[-1.55990938 -1.38395897 -3.02158189 -3.0215814 ],[1.45656707 1.28319871 1.91685693 1.91684446],"[0, 0]","[6.283185307179586, 1.33989663, 0.08539816, 0.55458098, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 1.33989663, 6.197787147179586, 0.52233537, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
20,2925,"1,64986460799129E+018",ladle,[1.57876104 2.73085859 1.84189702 1.84189693],[1.57353471 2.79731848 2.09748988 2.09748961],"[0, 0]",[-1.47362773 -1.36797617  2.48777378  2.48777404],[1.43500734 1.21313494 3.13797839 3.13797823],"[0, 0]","[6.283185307179586, 5.397787147179586, 4.944236227179586, 1.45, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.397787147179586, 1.36196441, 1.45, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
20,3156,"1,64986460898053E+018",shallow_plate,[1.57421529 2.79285761 1.75484584 1.75484595],[1.59021739 2.82396805 1.88259901 1.88259887],"[0, 0]",[-1.51738493 -1.65735274  3.04088669  3.04088654],[1.47405406 1.41085628 3.07310964 3.07310979],"[0, 0]","[6.283185307179586, 6.097787147179586, 5.175930567179586, 1.22173048, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 6.097787147179586, 1.10934704, 1.22525856, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
20,3393,"1,64986460991583E+018",initial,[1.62177417 2.78595704 2.89378714 2.89378733],[1.57153199 2.83682349 2.85038799 2.85038825],"[0, 0]",[-1.57048875 -0.63547677 -1.79962    -1.799613  ],[1.48597924 0.84405778 2.27722394 2.27722321],"[0, 0]","[6.283185307179586, 4.886921905584122, 1.0471975511965976, 6.283185307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.886921905584122, 5.235987755982989, 6.283185307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
20,3416,"1,64986460997889E+018",dinner_plate,[1.62209096 1.92600251 1.57561003 1.57561006],[1.62750686 1.95343727 1.49559326 1.49559298],"[0, 0]",[-1.63743611 -2.99412495  3.08836799  3.08836806],[ 1.52418157  2.85864371 -3.13092937 -3.1309296 ],"[0, 0]","[6.283185307179586, 6.057787147179586, 4.883185307179586, 1.8, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 6.058694877179586, 1.4, 1.8, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
20,3626,"1,64986461060759E+018",knife,[1.62173635 2.11806107 1.12024101 1.1202408 ],[1.56922947 2.91463037 2.94750288 2.94750276],"[0, 0]",[-1.65197529 -2.1398258   1.97575271  1.97575186],[1.44459458 1.43270365 2.33579557 2.33579483],"[0, 0]","[6.283185307179586, 5.397787147179586, 4.814388737179586, 0.46356581, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.48227102, 0.25433553, 1.51581301, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
20,3906,"1,6498646114809E+018",fork,[1.5534844  2.10817367 0.52541116 0.52541108],[1.6048627  2.21818866 0.21896067 0.21896078],"[0, 0]",[-1.5741952  -1.89882139  2.04265889  2.04266055],[ 1.46013366  1.94884413 -1.86355966 -1.86356115],"[0, 0]","[6.283185307179586, 0.78539816, 5.733185307179586, 1.2, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.78539816, 0.55, 1.2, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
20,4169,"1,64986461224798E+018",salt_shaker_right,[1.59757921 2.36649134 2.81565827 2.81565848],[1.57036182 2.85143182 1.83688321 1.83688305],"[0, 0]",[-1.55683029 -0.34093577 -0.88192748 -0.88192672],[1.49124475 1.78685116 3.13791831 3.13791835],"[0, 0]","[6.283185307179586, 5.829203707179587, 1.42233537, 5.249664307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.797787147179586, 4.251252707179586, 5.252081167179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
20,4203,"1,64986461235325E+018",salt_shaker_left,[1.64787954 2.12344387 1.57793151 1.57793158],[1.58846067 2.69126192 2.8440249  2.84402571],"[0, 0]",[-1.64726244 -2.58282982  3.09410144  3.09410139],[1.37660111 0.42595622 2.0545656  2.05456076],"[0, 0]","[6.283185307179586, 4.829203707179586, 5.260849937179586, 1.033521, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.797787147179586, 1.38319326, 1.02110414, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
20,4444,"1,64986461304083E+018",sugar_bowl,[1.62230762 2.66645967 1.66851485 1.66851487],[1.55217059 2.77606045 1.77038644 1.77038636],"[0, 0]",[-1.62308311 -2.34634991  2.50968078  2.50968074],[ 1.49979409  2.13479897 -2.73714766 -2.73714761],"[0, 0]","[6.283185307179586, 5.397787147179586, 2.37894828, 5.023619017179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.397787147179586, 3.9649138071795864, 5.028849777179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
20,4694,"1,64986461392366E+018",mixer,[1.52809628 1.33762209 0.58794115 0.58794093],[1.51625449 1.5201312  0.19116798 0.19116756],"[0, 0]",[-1.56406273 -1.68519726  2.01379984  2.01379944],[ 1.48515177  1.61189655 -2.03131669 -2.03131275],"[0, 0]","[6.283185307179586, 0.98539816, 5.665191427179586, 0.68295178, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.98539816, 0.61799388, 0.64633648, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
20,4928,"1,6498646148322E+018",pressure_cooker,[1.62994257 1.95236742 1.47331318 1.47331326],[1.62820537 2.00909025 1.62780961 1.62780976],"[0, 0]",[-1.68138859 -2.40553284 -2.45605759 -2.45605758],[1.44508097 2.13988767 2.27545036 2.27545039],"[0, 0]","[6.283185307179586, 0.16787513, 4.569468577179586, 0.01895146, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.18539816, 1.82565493, 0.025741361, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
11,1070,"1,64986444577085E+018",teacup,[1.66359402 2.92941106 2.90074658 2.90074525],[1.66776692 2.69945823 2.50671798 2.50671848],"[0, 0]",[-1.61214489 -1.06570347 -2.69262979 -2.69263304],[ 1.47705742  0.89666701 -2.94201274 -2.94201265],"[0, 0]","[6.283185307179586, 5.4977871471795865, 0.93182715, 4.8236190171795865, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.897787147179586, 3.9042370271795863, 5.788849777179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
11,1334,"1,64986444582641E+018",teapot,[1.53238056 1.68123166 1.02276272 1.02276242],[1.61081364 2.66325768 2.50214488 2.50214407],"[0, 0]",[-1.55730748 -1.57670343 -1.95632538 -1.95632373],[ 1.44161444  0.7730343  -3.01851013 -3.01851085],"[0, 0]","[6.283185307179586, 5.4977871471795865, 0.93182715, 4.8236190171795865, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.08539816, 2.07894828, 5.588849777179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
11,1581,"1,64986444587826E+018",spoon,[1.61878099 1.78567599 0.59251787 0.59251732],[1.605979   1.96755192 0.4866895  0.4866891 ],"[0, 0]",[-1.56645716 -1.71265336  2.06358104  2.06357795],[ 1.46961143  1.80477703 -2.36254231 -2.36254086],"[0, 0]","[6.283185307179586, 1.33989663, 0.08539816, 0.55458098, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 1.33989663, 6.197787147179586, 0.52233537, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
11,1854,"1,64986444593659E+018",ladle,[1.66609707 2.84067362 1.97956754 1.9795676 ],[1.6424661  2.83443752 2.09950491 2.09950548],"[0, 0]",[-1.56406038 -1.06789915  2.8571779   2.85717795],[ 1.47957665  1.19591956 -2.76994749 -2.76994723],"[0, 0]","[6.283185307179586, 5.397787147179586, 4.944236227179586, 1.45, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.397787147179586, 1.36196441, 1.45, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
11,2085,"1,64986444598619E+018",shallow_plate,[1.60543561 2.7057749  1.55019228 1.55019226],[1.60101419 2.74756588 1.6773301  1.67733002],"[0, 0]",[-1.5958078  -2.10786868  2.8520247   2.85202483],[ 1.50812704  1.97239786 -2.9846259  -2.98462575],"[0, 0]","[6.283185307179586, 6.097787147179586, 5.175930567179586, 1.22173048, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 6.097787147179586, 1.10934704, 1.22525856, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
11,2337,"1,64986444603972E+018",dinner_plate,[1.66152273 2.75150242 1.51594865 1.51594854],[1.62639281 2.66682956 1.77165228 1.77165213],"[0, 0]",[-1.6517574  -2.46987102  3.0559716   3.05597139],[ 1.53822409  2.92306029 -3.06315284 -3.06315288],"[0, 0]","[6.283185307179586, 6.057787147179586, 4.883185307179586, 1.8, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 6.058694877179586, 1.4, 1.8, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
11,2540,"1,64986444608367E+018",knife,[1.63264356 2.89104743 2.90696412 2.9069636 ],[1.66357596 2.47795712 1.36104932 1.36104909],"[0, 0]",[-1.56710025 -1.05749914 -2.49553936 -2.49554161],[ 1.6288203   2.66830958 -3.07206183 -3.07206174],"[0, 0]","[6.283185307179586, 0.48227102, 6.028849777179587, 1.51581301, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.397787147179586, 1.46879657, 0.46356581, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
11,2653,"1,64986444610794E+018",initial,[1.64574414 2.92597592 2.9278198  2.92781826],[1.64937168 2.94809711 2.8812073  2.8812065 ],"[0, 0]",[-1.62402196 -1.09832176 -2.51582171 -2.51582569],[ 1.53485476  1.30946514 -3.05362066 -3.05362123],"[0, 0]","[6.283185307179586, 4.886921905584122, 1.0471975511965976, 6.283185307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.886921905584122, 5.235987755982989, 6.283185307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
11,2803,"1,64986444614052E+018",fork,[1.51770074 2.39101418 0.56566462 0.565665  ],[1.56023993 2.35645641 0.44245323 0.44245277],"[0, 0]",[-1.56463963 -1.892328    2.3093536   2.3093548 ],[ 1.547616    2.16833679 -2.13047417 -2.13047212],"[0, 0]","[6.283185307179586, 0.78539816, 5.733185307179586, 1.2, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.78539816, 0.55, 1.2, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
11,3025,"1,64986444618755E+018",salt_shaker_right,[1.64573537 2.730934   2.82393892 2.82393939],[1.65559776 2.87750313 2.11889427 2.11889403],"[0, 0]",[-1.63381817 -0.66539514 -0.7284938  -0.72849622],[ 1.5021103   1.74735279 -2.94328969 -2.94328982],"[0, 0]","[6.283185307179586, 5.829203707179587, 1.42233537, 5.249664307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.797787147179586, 4.251252707179586, 5.252081167179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
11,3044,"1,64986444619163E+018",salt_shaker_left,[1.6286146  2.84708251 1.88790511 1.8879052 ],[1.65449482 2.66912641 2.92464337 2.92464354],"[0, 0]",[-1.67401649 -1.87287678  2.88450063  2.88450064],[1.4785931  0.57017222 1.76986175 1.76985367],"[0, 0]","[6.283185307179586, 4.829203707179586, 5.260849937179586, 1.033521, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.797787147179586, 1.38319326, 1.02110414, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
11,3329,"1,64986444625222E+018",sugar_bowl,[1.61417927 2.80335259 1.54763232 1.54763252],[1.62183631 2.78168197 1.51568992 1.51568995],"[0, 0]",[-1.53677335 -1.55515107  2.59939239  2.59939186],[ 1.4743993   1.70903562 -2.44632123 -2.44632186],"[0, 0]","[6.283185307179586, 5.397787147179586, 2.37894828, 5.023619017179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.397787147179586, 3.9649138071795864, 5.028849777179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
11,3519,"1,64986444629229E+018",mixer,[1.60503015 2.07503191 0.58069321 0.58069348],[1.62874048 2.20380524 0.55165324 0.55165271],"[0, 0]",[-1.523041   -1.69659504  2.50641261  2.50641228],[ 1.50496185  1.8902753  -2.84854702 -2.84854662],"[0, 0]","[6.283185307179586, 0.98539816, 5.665191427179586, 0.68295178, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.98539816, 0.61799388, 0.64633648, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
11,3747,"1,64986444634305E+018",pressure_cooker,[1.62138621 2.31527115 1.36271367 1.36271395],[1.63757971 2.30363565 1.38557495 1.3855748 ],"[0, 0]",[-1.59799932 -1.76605839 -2.64544231 -2.64544221],[1.44154977 1.876298   2.50057261 2.50057233],"[0, 0]","[6.283185307179586, 0.16787513, 4.569468577179586, 0.01895146, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.18539816, 1.82565493, 0.025741361, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
9,1023,"1,64986440580953E+018",teacup,[1.5783218  2.27862719 2.09640442 2.09640422],[1.68047056 2.88464942 2.94757275 2.94757285],"[0, 0]",[-1.62670045 -1.22087625  2.14698903  2.14698974],[1.36096014 0.92733145 2.77959188 2.77959229],"[0, 0]","[6.283185307179586, 4.897787147179586, 2.37894828, 5.8236190171795865, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.4977871471795865, 5.351358157179586, 5.028849777179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
9,1300,"1,64986440660813E+018",teapot,[1.63594928 2.37441368 2.0566514  2.05665158],[1.50003189 1.31100093 0.48921291 0.48921288],"[0, 0]",[-1.68702101 -1.23500015  2.18881403  2.18881296],[1.35856525 1.74498728 1.76495009 1.76495006],"[0, 0]","[6.283185307179586, 0.08539816, 4.204237027179586, 5.588849777179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.4977871471795865, 5.351358157179586, 4.8236190171795865, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
9,1481,"1,64986440670803E+018",spoon,[1.54318609 1.35158508 0.57820819 0.57820831],[1.53645385 1.31358599 0.48134424 0.48134401],"[0, 0]",[-1.66651166 -2.32870754  2.85459068  2.85459023],[ 1.41254596  2.32105013 -2.87244164 -2.87244117],"[0, 0]","[6.283185307179586, 1.33989663, 0.08539816, 0.55458098, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 1.33989663, 6.197787147179586, 0.52233537, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
9,1822,"1,64986440678045E+018",ladle,[1.58857536 2.62371999 1.51731983 1.51731969],[1.57921237 2.5129852  1.53743302 1.53743301],"[0, 0]",[-1.73208936 -2.71408332  2.4420602   2.44206067],[ 1.46703554  2.62393551 -2.57243023 -2.5724307 ],"[0, 0]","[6.283185307179586, 5.397787147179586, 4.944236227179586, 1.45, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.397787147179586, 1.36196441, 1.45, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
9,2027,"1,64986440682338E+018",shallow_plate,[1.59362828 1.65839204 0.98566597 0.98566633],[1.53929731 1.69672832 0.95119807 0.95119868],"[0, 0]",[-1.69493144 -2.44138428  2.19467538  2.19467624],[ 1.44750535  2.52724852 -2.41873405 -2.418735  ],"[0, 0]","[6.283185307179586, 6.097787147179586, 5.175930567179586, 1.22173048, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 6.097787147179586, 1.10934704, 1.22525856, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
9,2299,"1,64986440688064E+018",dinner_plate,[1.59480551 1.93926996 1.46104457 1.46104463],[1.58446241 1.89217065 1.57559912 1.57559905],"[0, 0]",[-1.70308324 -2.97723345  2.9167356   2.91673522],[ 1.43399062  2.98295663 -3.13773903 -3.13773899],"[0, 0]","[6.283185307179586, 6.057787147179586, 4.883185307179586, 1.8, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 6.058694877179586, 1.4, 1.8, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
9,2501,"1,64986440692349E+018",knife,[1.64169113 1.74756854 0.65152495 0.65152477],[1.58908048 2.89235401 2.90724274 2.90724316],"[0, 0]",[-1.71781516 -2.55937004  2.33910985  2.33910975],[1.38055071 1.16242632 2.70951059 2.70950928],"[0, 0]","[6.283185307179586, 5.397787147179586, 4.814388737179586, 0.46356581, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.48227102, 0.25433553, 1.51581301, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
9,2738,"1,64986440697431E+018",initial,[1.75382048 2.64094084 2.90562972 2.90562974],[1.67421763 2.85324096 2.91264437 2.91264349],"[0, 0]",[-1.70554427 -1.10327435  2.95821611  2.95821474],[1.38784661 0.84895533 2.82192436 2.8219265 ],"[0, 0]","[6.283185307179586, 4.886921905584122, 1.0471975511965976, 6.283185307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.886921905584122, 5.235987755982989, 6.283185307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
9,2761,"1,64986440697923E+018",fork,[1.608965   1.75991845 0.39373048 0.39373036],[1.59907534 1.8044424  0.24588332 0.24588318],"[0, 0]",[-1.68586525 -1.68326519  1.99499703  1.99499405],[ 1.33032387  1.53556759 -2.30948065 -2.30947859],"[0, 0]","[6.283185307179586, 0.78539816, 5.733185307179586, 1.2, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.78539816, 0.55, 1.2, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
9,3008,"1,64986440703183E+018",salt_shaker_left,[1.68300005 2.85285597 1.82456787 1.82456818],[1.59506133 2.49643208 2.74016538 2.74016458],"[0, 0]",[-1.82166941 -2.06397447  3.07808742  3.07808719],[1.19653413 0.26403053 0.72980519 0.72980313],"[0, 0]","[6.283185307179586, 4.829203707179586, 5.260849937179586, 1.033521, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.797787147179586, 1.38319326, 1.02110414, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
9,3040,"1,6498644070386E+018",salt_shaker_right,[1.68168735 2.40300992 2.58269421 2.58269444],[1.66621137 2.69015146 1.90221098 1.90221093],"[0, 0]",[-1.63854527 -0.32076566 -1.06074982 -1.0607502 ],[1.47325041 2.13335678 2.79964091 2.79964092],"[0, 0]","[6.283185307179586, 5.829203707179587, 1.42233537, 5.249664307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.797787147179586, 4.251252707179586, 5.252081167179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
9,3302,"1,64986440709435E+018",sugar_bowl,[1.62126971 2.57140724 0.91097555 0.91097521],[1.58693309 2.50717821 0.90487326 0.90487317],"[0, 0]",[-1.6813858  -2.5581277   2.11547283  2.11547219],[ 1.54627702  2.59947495 -2.34835397 -2.34835336],"[0, 0]","[6.283185307179586, 5.397787147179586, 2.37894828, 5.023619017179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.397787147179586, 3.9649138071795864, 5.028849777179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
9,3786,"1,64986440719859E+018",pressure_cooker,[1.57995493 1.80379836 1.33003301 1.33003309],[1.59859274 1.88841619 1.10591846 1.10591892],"[0, 0]",[-1.77437723 -2.34483049  1.89469275  1.89469216],[ 1.5864482   2.27430635 -1.85454208 -1.85454219],"[0, 0]","[6.283185307179586, 0.16787513, 4.569468577179586, 0.01895146, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.18539816, 1.82565493, 0.025741361, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
5,1294,"1,64986432857633E+018",teacup,[1.61663947 2.83163466 2.65075344 2.65075276],[1.52220117 2.33134581 2.54264382 2.54264392],"[0, 0]",[-1.61656663 -0.71037405  3.13177474  3.13177519],[1.37119957 1.03170536 3.08910538 3.08910563],"[0, 0]","[6.283185307179586, 5.4977871471795865, 0.93182715, 4.8236190171795865, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.897787147179586, 3.9042370271795863, 5.788849777179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
5,1599,"1,64986432864126E+018",teapot,[1.48664276 1.29802781 0.53794722 0.53794758],[1.5477103  2.35362899 2.25581392 2.25581408],"[0, 0]",[-1.57741108 -1.66270862 -1.93956023 -1.93956164],[ 1.32543345  0.90536872 -2.51415959 -2.51415933],"[0, 0]","[6.283185307179586, 5.4977871471795865, 0.93182715, 4.8236190171795865, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.08539816, 2.07894828, 5.588849777179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
5,1828,"1,64986432868971E+018",spoon,[1.50852378 1.49092016 0.54448311 0.54448332],[1.58855379 1.82988295 0.32234506 0.32234505],"[0, 0]",[-1.56008666 -1.78160838  1.46298685  1.46298605],[ 1.39179024  1.76990916 -1.89585638 -1.89585788],"[0, 0]","[6.283185307179586, 1.33989663, 0.08539816, 0.55458098, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 1.33989663, 6.197787147179586, 0.52233537, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
5,2165,"1,64986432876199E+018",ladle,[1.60106752 2.73520998 1.93604844 1.93604864],[1.60696163 2.76507883 2.07854596 2.07854588],"[0, 0]",[-1.51807122 -0.9112393   2.62092531  2.62092484],[ 1.3633725   1.08985974 -2.78681545 -2.78681529],"[0, 0]","[6.283185307179586, 5.397787147179586, 4.944236227179586, 1.45, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.397787147179586, 1.36196441, 1.45, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
5,2390,"1,64986432881035E+018",shallow_plate,[1.58851836 2.48706041 0.64996713 0.64996736],[1.62219172 2.51912132 0.67827991 0.67828009],"[0, 0]",[-1.56680563 -2.21481271  2.65002919  2.65002968],[ 1.46872542  2.48322118 -2.96984334 -2.96984306],"[0, 0]","[6.283185307179586, 6.097787147179586, 5.175930567179586, 1.22173048, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 6.097787147179586, 1.10934704, 1.22525856, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
5,2676,"1,64986432887087E+018",dinner_plate,[1.631182   2.68159842 1.34091704 1.34091694],[1.6405369  2.77269498 1.47046495 1.47046492],"[0, 0]",[-1.5336064  -1.81436827 -3.08211967 -3.08211969],[1.38132718 2.02898702 3.00406138 3.00406135],"[0, 0]","[6.283185307179586, 6.057787147179586, 4.883185307179586, 1.8, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 6.058694877179586, 1.4, 1.8, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
5,2914,"1,64986432892202E+018",knife,[1.60797699 2.8305856  2.66039516 2.66039585],[1.56900424 2.0265696  0.82420149 0.82420194],"[0, 0]",[-1.52818402 -0.86189762  3.0782918   3.07829139],[ 1.50420977  2.30636237 -2.28234747 -2.28234786],"[0, 0]","[6.283185307179586, 0.48227102, 6.028849777179587, 1.51581301, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.397787147179586, 1.46879657, 0.46356581, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
5,3197,"1,64986432898265E+018",fork,[1.47201736 1.9227067  0.75149481 0.75149478],[1.5011485  1.86549573 0.63578506 0.63578497],"[0, 0]",[-1.57189472 -2.29514648  1.43412502  1.43412359],[ 1.50404414  2.34933993 -1.37749802 -1.37749942],"[0, 0]","[6.283185307179586, 0.78539816, 5.733185307179586, 1.2, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.78539816, 0.55, 1.2, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
5,3439,"1,64986432903398E+018",initial,[1.62281028 2.84944498 2.66881697 2.66881735],[1.62314156 2.91481714 2.71634344 2.7163438 ],"[0, 0]",[-1.50892106 -0.76797151 -2.99710149 -2.99710166],[1.45151912 0.83940006 3.06984089 3.06984113],"[0, 0]","[6.283185307179586, 4.886921905584122, 1.0471975511965976, 6.283185307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.886921905584122, 5.235987755982989, 6.283185307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
5,3463,"1,64986432903907E+018",salt_shaker_left,[1.62671723 2.71200645 1.51881734 1.51881733],[1.62189779 2.80900145 2.88575296 2.88575324],"[0, 0]",[-1.74054738 -2.30011506  2.96339917  2.96339938],[1.33229142 0.23647983 2.10506057 2.10505739],"[0, 0]","[6.283185307179586, 4.829203707179586, 5.260849937179586, 1.033521, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.797787147179586, 1.38319326, 1.02110414, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
5,3482,"1,64986432904318E+018",salt_shaker_right,[1.60873994 2.36437392 2.81604161 2.81604171],[1.60928808 2.90985719 2.11968309 2.11968302],"[0, 0]",[-1.48849161 -0.44876205 -1.49859068 -1.49859612],[ 1.57616703  2.08255486 -3.09533561 -3.09533537],"[0, 0]","[6.283185307179586, 5.829203707179587, 1.42233537, 5.249664307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.797787147179586, 4.251252707179586, 5.252081167179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
